antecedent;consequent;lift;confidence;support;netconf;amplitude;coverage
XLE [-2.48, 2.81]%, EEM [-25.71, 16.03]%, IWM [-5.37, 21.64]%, IYR [-23.53, 32.88]%;SPY [-0.87, 5.06]%;1.1;0.813;0.486;0.185;0.502;0.598
GOOGL [-16.83, 29.40]%, CPB [-6.23, 20.14]%, XOM [-3.02, 8.02]%, DIS [-13.74, 20.69]%, SHY [-0.92, 0.84]%;SPY [0.90, 12.42]%;1.12;0.419;0.336;0.228;0.341;0.803
AMZN [-2.28, 35.45]%, IYR [-4.94, 17.14]%;SPY [0.98, 4.85]%;1.277;0.432;0.315;0.346;0.651;0.73
AMZN [-2.28, 35.45]%, IYR [-4.94, 17.14]%;SPY [0.98, 4.85]%;1.277;0.432;0.315;0.346;0.651;0.73
EEM [-0.59, 6.59]%, NVDA [-23.84, 10.72]%, WMT [-0.48, 15.32]%, IYR [-3.10, 7.01]%, XLE [-18.97, 27.88]%, XLK [-5.52, 2.12]%;SPY [-0.99, 17.92]%;1.257;0.964;0.276;0.276;0.609;0.286
EEM [-17.16, 8.23]%, DIS [0.24, 0.59]%, XLF [-3.45, 6.96]%;SPY [-1.03, 4.27]%;1.212;0.909;0.043;0.167;0.802;0.047
EEM [-17.16, 8.23]%, DIS [0.24, 0.59]%, XLF [-3.45, 6.96]%;SPY [-1.03, 4.27]%;1.212;0.909;0.043;0.167;0.802;0.047
XLF [-6.68, 10.76]%, JPM [-0.11, 7.84]%, MSFT [-3.31, 5.68]%;SPY [-1.06, 13.98]%;1.257;0.972;0.474;0.388;0.735;0.487
CLX [-4.30, 13.22]%, JPM [-21.68, 12.28]%, IYR [-13.18, 31.03]%, EEM [6.44, 15.50]%;SPY [1.08, 12.90]%;2.71;0.895;0.015;0.574;0.577;0.016
JPM [-6.29, 6.37]%, SAP [-21.29, 3.21]%, HYG [-11.24, 9.56]%, AAPL [0.49, 14.94]%;SPY [1.34, 3.09]%;1.347;0.278;0.086;0.104;0.614;0.31
JPM [-6.29, 6.37]%, SAP [-21.29, 3.21]%, HYG [-11.24, 9.56]%, AAPL [0.49, 14.94]%;SPY [1.34, 3.09]%;1.347;0.278;0.086;0.104;0.614;0.31
month([3, 6]), JPM [-14.14, 9.21]%, IWM [-2.88, 15.30]%, IYR [-15.33, 8.92]%, XLE [-22.41, 8.89]%, AAPL [-13.22, 17.74]%;SPY [1.39, 7.13]%;1.179;0.297;0.085;0.063;0.609;0.288
JPM [-4.98, -1.78]%, SAP [-0.57, 16.67]%;SPY [-1.40, 0.46]%;1.379;0.475;0.041;0.143;0.857;0.086
JPM [-4.98, -1.78]%, SAP [-0.57, 16.67]%;SPY [-1.40, 0.46]%;1.379;0.475;0.041;0.143;0.857;0.086
JPM [-4.98, -1.78]%, SAP [-0.57, 16.67]%;SPY [-1.40, 0.46]%;1.379;0.475;0.041;0.143;0.857;0.086
GLD [-3.09, -2.71]%, IYR [-23.72, 8.17]%;SPY [1.46, 6.00]%;1.82;0.429;0.01;0.198;0.788;0.024
GOOGL [9.14, 29.40]%;SPY [-1.49, 7.67]%;1.167;0.967;0.025;0.142;0.657;0.026
JPM [-35.79, 34.00]%, EEM [-20.09, 16.44]%, EWP [-0.08, 19.94]%;SPY [1.55, 7.14]%;1.533;0.339;0.192;0.272;0.458;0.567
IWM [-1.17, 6.16]%, IYR [-16.08, 5.32]%;SPY [1.56, 10.48]%;1.254;0.279;0.189;0.176;0.754;0.678
KO [-0.98, 11.49]%, IYR [1.69, 4.64]%, EEM [-18.41, 9.74]%;SPY [1.57, 3.50]%;2.283;0.407;0.078;0.283;0.743;0.193
KO [-0.98, 11.49]%, IYR [1.69, 4.64]%, EEM [-18.41, 9.74]%;SPY [1.57, 3.50]%;2.283;0.407;0.078;0.283;0.743;0.193
XLE [-9.52, 15.01]%, BA [-1.36, 66.24]%, INTC [-17.73, 9.54]%, SAP [-19.58, 7.62]%, JPM [-23.97, 33.65]%;SPY [-1.83, 12.56]%;1.102;0.955;0.631;0.261;0.502;0.66
JPM [-0.72, 39.76]%, BA [-20.80, 84.78]%;SPY [1.83, 12.93]%;1.469;0.256;0.165;0.229;0.443;0.644
UUP [-2.55, 1.98]%, KO [0.30, 11.49]%;SPY [1.92, 17.92]%;1.574;0.261;0.106;0.16;0.596;0.406
EEM [0.47, 13.92]%, MU [-41.60, 3.80]%, IYR [-10.85, 8.47]%;SPY [1.92, 3.54]%;1.29;0.156;0.043;0.048;0.721;0.273
EEM [0.47, 13.92]%, MU [-41.60, 3.80]%, IYR [-10.85, 8.47]%;SPY [1.92, 3.54]%;1.29;0.156;0.043;0.048;0.721;0.273
CLX [-3.46, 7.37]%, TLT [0.34, 5.41]%, SAP [-15.66, 12.02]%, MSFT [3.72, 9.44]%;SPY [-1.93, 17.92]%;1.143;1.0;0.039;0.131;0.634;0.039
EEM [3.43, 4.66]%, IYR [-7.47, 4.08]%, WMT [-5.84, 12.16]%;SPY [-1.95, 3.61]%;1.103;0.924;0.052;0.092;0.781;0.056
EEM [3.43, 4.66]%, IYR [-7.47, 4.08]%, WMT [-5.84, 12.16]%;SPY [-1.95, 3.61]%;1.103;0.924;0.052;0.092;0.781;0.056
NVDA [-6.95, -1.24]%, SAP [-6.32, 22.44]%, DIS [-15.60, 4.78]%, IYR [-9.57, 31.28]%;SPY [-11.30, -0.81]%;1.71;0.436;0.105;0.238;0.589;0.241
month([3, 12]), XLE [-6.56, 0.63]%, EFX [-6.90, -4.31]%, IYR [-10.49, 9.88]%;SPY [-11.77, -0.37]%;2.494;0.8;0.01;0.485;0.678;0.013
IYR [-5.21, -1.94]%;SPY [-12.34, 0.54]%;1.599;0.853;0.113;0.368;0.8;0.133
IYR [-7.81, 20.01]%, XOM [-9.48, -4.73]%;SPY [-12.67, -1.50]%;2.912;0.475;0.024;0.328;0.718;0.05
EEM [-16.55, -2.16]%;SPY [-12.72, 1.04]%;1.456;0.958;0.175;0.367;0.68;0.183
NVDA [-3.23, 1.22]%, WMT [-14.79, 11.84]%, SAP [-6.09, 1.26]%, XLE [-33.71, 14.82]%, DIS [-18.00, 12.37]%;SPY [-14.83, -0.50]%;1.362;0.407;0.084;0.136;0.52;0.206
NVDA [-21.65, -6.75]%, XLE [-2.27, 27.88]%, IYR [-10.95, 7.02]%;SPY [-14.92, 1.66]%;1.199;0.943;0.043;0.164;0.644;0.045
IYR [-8.32, 9.16]%, MSFT [-16.96, 13.74]%, TLT [0.74, 9.82]%;SPY [-17.01, 1.55]%;1.115;0.86;0.288;0.133;0.456;0.335
week_number([661, 1150]), DIS [-20.56, 0.45]%, XLE [-29.61, 27.88]%, JPM [-11.38, 21.20]%, CPB [-13.61, 20.14]%, IYR [-13.95, 33.08]%, SAP [-16.02, 22.44]%;SPY [-17.96, -0.45]%;1.384;0.429;0.1;0.155;0.346;0.233
AMZN [-22.29, -1.16]%, IYR [-14.84, 4.99]%;SPY [-18.72, -0.95]%;2.11;0.499;0.162;0.389;0.624;0.325
TLT [-6.03, 8.50]%, INTC [-16.24, -8.64]%, month([2, 10]);SPY [-18.91, -1.79]%;4.881;0.654;0.015;0.532;0.478;0.022
XLE [-7.58, 4.89]%, EEM [4.83, 14.19]%, JPM [-27.83, 32.88]%, GLD [-10.50, 9.24]%;SPY [2.07, 10.12]%;4.654;0.655;0.016;0.527;0.566;0.025
CPB [-0.65, 9.17]%, INTC [-22.78, -2.01]%, CLX [-11.01, 5.14]%, IYR [-18.83, 14.48]%;SPY [-2.41, 0.73]%;1.372;0.677;0.096;0.214;0.671;0.142
CPB [-0.65, 9.17]%, INTC [-22.78, -2.01]%, CLX [-11.01, 5.14]%, IYR [-18.83, 14.48]%;SPY [-2.41, 0.73]%;1.372;0.677;0.096;0.214;0.671;0.142
XLE [-14.23, 0.42]%, AMZN [-14.02, 1.67]%, IYR [-7.38, 4.88]%;SPY [-2.47, 0.49]%;1.516;0.668;0.223;0.341;0.811;0.334
XLE [-14.23, 0.42]%, AMZN [-14.02, 1.67]%, IYR [-7.38, 4.88]%;SPY [-2.47, 0.49]%;1.516;0.668;0.223;0.341;0.811;0.334
NVDA [6.24, 33.33]%, XLK [-0.16, 8.43]%, DIS [-20.56, 11.72]%;SPY [2.51, 5.69]%;3.583;0.321;0.044;0.269;0.621;0.138
JPM [-15.97, 9.38]%, BA [8.05, 73.42]%, DIS [0.34, 6.68]%;SPY [2.60, 17.92]%;6.634;0.6;0.01;0.518;0.645;0.017
IWM [-1.31, 9.90]%, SAP [-23.69, 20.15]%, JPM [-0.08, 9.79]%, NVDA [-34.50, 20.25]%;SPY [3.05, 9.86]%;1.698;0.101;0.049;0.081;0.563;0.488
JPM [-32.01, 28.28]%, EEM [1.24, 10.39]%;SPY [3.06, 9.10]%;2.427;0.141;0.05;0.129;0.627;0.358
SAP [-18.11, 20.24]%, IWM [1.64, 9.51]%, DIS [-3.27, 19.94]%, BA [3.95, 84.78]%, EFX [-12.01, 20.81]%;SPY [3.31, 17.92]%;6.047;0.294;0.03;0.273;0.476;0.102
EEM [-10.49, 10.17]%, XLK [-0.53, 0.47]%, IYR [-12.26, 5.72]%;SPY [-3.35, 1.46]%;1.354;0.962;0.174;0.307;0.794;0.181
EEM [-10.49, 10.17]%, XLK [-0.53, 0.47]%, IYR [-12.26, 5.72]%;SPY [-3.35, 1.46]%;1.354;0.962;0.174;0.307;0.794;0.181
JPM [1.55, 12.63]%;SPY [3.59, 8.47]%;2.783;0.102;0.033;0.097;0.862;0.326
SAP [-14.75, 22.44]%, BA [1.53, 84.78]%;SPY [3.62, 10.51]%;2.435;0.096;0.033;0.086;0.474;0.348
JPM [-16.31, -6.14]%, IYR [-15.60, 20.50]%;SPY [-3.63, -0.20]%;1.275;0.41;0.014;0.092;0.737;0.033
JPM [-16.31, -6.14]%, IYR [-15.60, 20.50]%;SPY [-3.63, -0.20]%;1.275;0.41;0.014;0.092;0.737;0.033
AMZN [2.54, 24.24]%, XOM [-5.96, 11.30]%, EEM [1.79, 23.64]%, week_number([368, 1109]), EFX [-12.49, 20.81]%;SPY [3.80, 17.23]%;5.914;0.207;0.015;0.186;0.539;0.074
SAP [-23.78, -5.04]%, IYR [-18.83, 14.95]%;SPY [-3.83, -1.09]%;2.087;0.397;0.023;0.22;0.678;0.058
SAP [-23.78, -5.04]%, IYR [-18.83, 14.95]%;SPY [-3.83, -1.09]%;2.087;0.397;0.023;0.22;0.678;0.058
EEM [-0.64, 27.25]%, JPM [-1.01, 23.73]%, IYR [-11.41, 14.38]%, WMT [1.85, 9.97]%;SPY [3.85, 5.38]%;3.467;0.083;0.012;0.069;0.696;0.144
IYR [-13.38, 16.70]%, DIS [-20.56, 1.73]%;SPY [-3.93, 1.14]%;1.187;0.776;0.555;0.431;0.618;0.716
IYR [-13.38, 16.70]%, DIS [-20.56, 1.73]%;SPY [-3.93, 1.14]%;1.187;0.776;0.555;0.431;0.618;0.716
XLE [-4.39, 9.00]%, IYR [-10.11, 6.88]%, EEM [1.62, 14.66]%, JPM [-16.73, 15.83]%;SPY [3.95, 17.10]%;1.886;0.058;0.016;0.038;0.7;0.28
INTC [-20.79, 13.70]%, IYR [0.25, 26.68]%;SPY [4.17, 13.82]%;1.515;0.034;0.017;0.023;0.612;0.508
CLX [-3.64, 9.53]%, INTC [-9.39, -4.77]%, IYR [-24.18, 3.57]%, XLE [-3.92, 0.23]%;SPY [-5.68, -0.27]%;2.658;0.885;0.02;0.564;0.783;0.022
GOOGL [-5.89, 1.92]%, EWP [-15.97, 19.94]%, IYR [-10.75, 6.65]%;SPY [-5.76, -2.80]%;1.205;0.062;0.037;0.026;0.677;0.595
UUP [-2.25, 1.38]%, BA [-23.37, 48.02]%, IYR [-25.42, 0.51]%;SPY [-5.91, 1.74]%;1.158;0.919;0.379;0.214;0.622;0.412
TLT [2.73, 6.75]%, BA [-38.42, 63.54]%;SPY [-6.06, 0.47]%;1.304;0.667;0.039;0.165;0.597;0.059
SAP [-13.39, 4.66]%, EEM [-12.56, -3.91]%, IYR [-10.10, 14.17]%, DIS [-20.56, 7.64]%;SPY [-6.09, 1.22]%;1.327;0.923;0.061;0.244;0.645;0.067
XLV [-6.53, 6.25]%, IYR [-5.76, 21.82]%, SAP [-5.69, -0.61]%, EEM [-11.96, -3.22]%;SPY [-6.40, -2.84]%;4.377;0.22;0.011;0.179;0.738;0.05
SAP [-7.22, -1.57]%, IYR [-12.27, 10.34]%;SPY [-6.73, -0.46]%;2.0;0.597;0.152;0.401;0.789;0.254
IYR [-7.75, -0.14]%, JPM [-8.98, 17.80]%;SPY [-6.74, 0.82]%;1.37;0.82;0.323;0.365;0.776;0.394
SAP [-28.84, -5.01]%, EEM [-5.59, 28.15]%;SPY [-6.84, -1.88]%;2.905;0.34;0.015;0.233;0.591;0.045
SAP [-7.55, -5.86]%, EEM [-13.91, 1.49]%;SPY [-7.09, 1.21]%;1.376;0.958;0.02;0.268;0.819;0.02
GOOGL [-12.77, 29.40]%, INTC [-12.35, 6.85]%, XLK [-17.04, 8.49]%, IYR [-14.91, -0.35]%, XLE [-4.77, 2.89]%;SPY [-7.64, -2.60]%;1.528;0.106;0.027;0.049;0.591;0.259
JPM [-18.11, 36.64]%, BA [-4.36, 84.78]%, IYR [-16.16, 18.13]%, XOM [-0.14, 0.28]%;SPY [-7.74, 1.74]%;1.111;0.889;0.055;0.094;0.555;0.061
XLE [-5.60, -0.63]%, MU [-45.48, 31.72]%, IYR [-7.58, 4.04]%;TLT [0.18, 7.15]%;1.276;0.608;0.19;0.191;0.618;0.313
DIS [-20.56, 9.08]%, EEM [-25.71, 1.05]%, XLE [-20.77, 14.13]%, IYR [-14.52, 13.92]%, CLX [-7.57, 11.99]%, AAPL [2.57, 15.56]%, SAP [-21.13, 22.44]%;TLT [-0.25, 5.96]%;1.186;0.689;0.079;0.122;0.467;0.115
IYR [-14.66, 12.59]%, NVDA [-20.64, -3.92]%, EFX [-18.89, 20.81]%, DIS [-20.56, 20.69]%, JPM [-34.11, -2.32]%, SPY [-2.52, 17.92]%, AAPL [-23.73, 17.64]%, XOM [-25.08, 16.64]%, BA [-15.96, 3.52]%;TLT [-0.25, 6.25]%;1.187;0.688;0.019;0.111;0.419;0.027
SAP [-22.62, 16.09]%, IYR [0.42, 15.11]%, JPM [-12.66, 10.63]%;TLT [-0.36, 2.97]%;1.14;0.64;0.304;0.15;0.633;0.474
SAP [-22.62, 16.09]%, IYR [0.42, 15.11]%, JPM [-12.66, 10.63]%;TLT [-0.36, 2.97]%;1.14;0.64;0.304;0.15;0.633;0.474
NVDA [-34.50, 25.53]%, IYR [-3.06, 23.70]%, DIS [-2.37, 0.21]%;TLT [0.60, 5.32]%;1.175;0.435;0.126;0.092;0.604;0.29
NVDA [-34.50, -10.59]%, IYR [-23.37, 24.06]%, XLE [-19.43, -1.27]%, EFX [-13.13, 8.94]%, SHY [-0.17, 0.44]%;TLT [-1.36, 9.76]%;1.134;0.895;0.015;0.107;0.557;0.016
XLE [-16.02, 0.61]%, CLX [-7.67, 9.72]%;TLT [1.49, 4.75]%;1.547;0.286;0.144;0.204;0.688;0.503
XLE [-16.02, 0.61]%, CLX [-7.67, 9.72]%;TLT [1.49, 4.75]%;1.547;0.286;0.144;0.204;0.688;0.503
month([6, 10]), SPY [-6.54, 1.31]%, IYR [-11.83, 3.08]%;TLT [1.56, 4.64]%;1.183;0.205;0.058;0.044;0.756;0.283
month([6, 10]), SPY [-6.54, 1.31]%, IYR [-11.83, 3.08]%;TLT [1.56, 4.64]%;1.183;0.205;0.058;0.044;0.756;0.283
SPY [-13.37, -3.30]%, IYR [-7.48, 10.39]%;TLT [1.62, 11.65]%;2.99;0.513;0.017;0.353;0.635;0.033
IWM [2.14, 8.48]%, SPY [-11.00, 3.52]%, IYR [-11.98, 25.49]%;TLT [-1.76, 0.24]%;1.136;0.435;0.08;0.064;0.694;0.184
IWM [2.14, 8.48]%, SPY [-11.00, 3.52]%, IYR [-11.98, 25.49]%;TLT [-1.76, 0.24]%;1.136;0.435;0.08;0.064;0.694;0.184
IWM [2.14, 8.48]%, SPY [-11.00, 3.52]%, IYR [-11.98, 25.49]%;TLT [-1.76, 0.24]%;1.136;0.435;0.08;0.064;0.694;0.184
SPY [-15.48, -1.86]%, IYR [-11.70, 7.75]%;TLT [1.81, 2.93]%;2.13;0.194;0.024;0.118;0.755;0.123
SPY [-15.48, -1.86]%, IYR [-11.70, 7.75]%;TLT [1.81, 2.93]%;2.13;0.194;0.024;0.118;0.755;0.123
IYR [-7.74, 33.08]%, AAPL [-7.88, -1.70]%, EWP [-26.58, 6.82]%;TLT [2.63, 8.57]%;1.413;0.089;0.02;0.034;0.545;0.23
JPM [-15.10, 0.25]%, IYR [-10.21, 8.21]%;TLT [2.71, 8.89]%;1.408;0.086;0.041;0.048;0.726;0.474
XLK [-6.49, 8.65]%, XLV [3.04, 8.39]%, GOOGL [-9.46, 13.47]%, IYR [-1.39, 12.24]%, DIS [-10.87, 20.69]%;TLT [-3.69, -0.09]%;1.156;0.492;0.026;0.07;0.608;0.054
XLK [-6.49, 8.65]%, XLV [3.04, 8.39]%, GOOGL [-9.46, 13.47]%, IYR [-1.39, 12.24]%, DIS [-10.87, 20.69]%;TLT [-3.69, -0.09]%;1.156;0.492;0.026;0.07;0.608;0.054
SAP [-25.98, -1.97]%, IYR [-13.96, 8.99]%;TLT [3.97, 11.90]%;2.495;0.051;0.012;0.04;0.581;0.234
XLV [-8.91, 7.31]%, UUP [-3.87, 6.24]%, SPY [-17.52, 12.46]%, INTC [-13.06, 11.22]%, AAPL [6.44, 18.41]%, SAP [-11.43, 5.04]%, HYG [-11.65, 7.77]%;TLT [-4.17, -0.71]%;1.145;0.352;0.016;0.047;0.453;0.046
XLV [-8.91, 7.31]%, UUP [-3.87, 6.24]%, SPY [-17.52, 12.46]%, INTC [-13.06, 11.22]%, AAPL [6.44, 18.41]%, SAP [-11.43, 5.04]%, HYG [-11.65, 7.77]%;TLT [-4.17, -0.71]%;1.145;0.352;0.016;0.047;0.453;0.046
NVDA [0.94, 16.26]%, DIS [-9.47, 3.45]%, SAP [-14.38, 12.71]%, EEM [1.28, 3.31]%, XLE [-31.63, 23.51]%, SPY [-18.91, 13.09]%, WMT [3.45, 13.59]%;TLT [-5.55, 1.94]%;1.15;1.0;0.011;0.132;0.557;0.011
month([1, 6]), XLE [0.28, 27.88]%, GOOGL [-16.83, 29.40]%, SPY [-18.91, 11.44]%, XLK [-8.30, 6.16]%, EFX [-3.09, 6.63]%;TLT [-5.87, 0.03]%;1.175;0.556;0.122;0.106;0.476;0.219
IYR [-10.03, 0.38]%;UUP [0.16, 6.24]%;1.201;0.474;0.238;0.159;0.641;0.502
NVDA [-24.52, -4.66]%, SPY [-1.93, 12.75]%, DIS [-20.56, 2.21]%;UUP [0.25, 0.63]%;1.711;0.229;0.019;0.104;0.683;0.082
NVDA [-24.52, -4.66]%, SPY [-1.93, 12.75]%, DIS [-20.56, 2.21]%;UUP [0.25, 0.63]%;1.711;0.229;0.019;0.104;0.683;0.082
NVDA [-24.52, -4.66]%, SPY [-1.93, 12.75]%, DIS [-20.56, 2.21]%;UUP [0.25, 0.63]%;1.711;0.229;0.019;0.104;0.683;0.082
SPY [-18.91, 17.92]%, QQQ [-2.78, 14.83]%, HYG [-5.30, 11.47]%, week_number([657, 1132]), XLE [-19.86, 12.47]%, XLK [-17.04, 15.47]%, IWM [-8.62, 21.65]%, TLT [3.00, 5.79]%;UUP [-1.03, 0.21]%;2.007;0.762;0.014;0.389;0.428;0.018
SPY [-18.91, 17.92]%, QQQ [-2.78, 14.83]%, HYG [-5.30, 11.47]%, week_number([657, 1132]), XLE [-19.86, 12.47]%, XLK [-17.04, 15.47]%, IWM [-8.62, 21.65]%, TLT [3.00, 5.79]%;UUP [-1.03, 0.21]%;2.007;0.762;0.014;0.389;0.428;0.018
SPY [-18.91, 17.92]%, QQQ [-2.78, 14.83]%, HYG [-5.30, 11.47]%, week_number([657, 1132]), XLE [-19.86, 12.47]%, XLK [-17.04, 15.47]%, IWM [-8.62, 21.65]%, TLT [3.00, 5.79]%;UUP [-1.03, 0.21]%;2.007;0.762;0.014;0.389;0.428;0.018
EFX [-28.20, 8.79]%, JPM [0.37, 2.27]%, SPY [-8.82, 10.56]%, SAP [-25.24, 22.44]%;UUP [-1.10, -0.06]%;1.103;0.316;0.078;0.039;0.546;0.248
EFX [-28.20, 8.79]%, JPM [0.37, 2.27]%, SPY [-8.82, 10.56]%, SAP [-25.24, 22.44]%;UUP [-1.10, -0.06]%;1.103;0.316;0.078;0.039;0.546;0.248
EFX [-28.20, 8.79]%, JPM [0.37, 2.27]%, SPY [-8.82, 10.56]%, SAP [-25.24, 22.44]%;UUP [-1.10, -0.06]%;1.103;0.316;0.078;0.039;0.546;0.248
SAP [-13.97, -1.15]%, IYR [-6.72, 8.47]%;UUP [1.20, 2.70]%;1.761;0.158;0.048;0.098;0.792;0.303
SAP [-13.97, -1.15]%, IYR [-6.72, 8.47]%;UUP [1.20, 2.70]%;1.761;0.158;0.048;0.098;0.792;0.303
JPM [1.57, 9.63]%, CPB [-9.96, 20.14]%, AMZN [-13.28, 3.96]%, INTC [-19.34, 39.41]%, SAP [-3.32, 11.21]%;UUP [-1.64, 1.12]%;1.166;0.812;0.166;0.145;0.56;0.205
JPM [1.57, 9.63]%, CPB [-9.96, 20.14]%, AMZN [-13.28, 3.96]%, INTC [-19.34, 39.41]%, SAP [-3.32, 11.21]%;UUP [-1.64, 1.12]%;1.166;0.812;0.166;0.145;0.56;0.205
JPM [1.57, 9.63]%, CPB [-9.96, 20.14]%, AMZN [-13.28, 3.96]%, INTC [-19.34, 39.41]%, SAP [-3.32, 11.21]%;UUP [-1.64, 1.12]%;1.166;0.812;0.166;0.145;0.56;0.205
XLV [3.57, 8.21]%, week_number([679, 1041]), IYR [-1.18, 6.54]%, GOOGL [-4.84, 17.15]%;UUP [-4.27, 3.70]%;1.168;1.0;0.013;0.146;0.635;0.013
SAP [-3.81, 21.62]%, AMZN [0.60, 20.91]%, IYR [-11.04, 9.33]%;WMT [0.14, 3.49]%;1.145;0.497;0.222;0.113;0.692;0.446
SAP [-3.81, 21.62]%, AMZN [0.60, 20.91]%, IYR [-11.04, 9.33]%;WMT [0.14, 3.49]%;1.145;0.497;0.222;0.113;0.692;0.446
AMZN [-21.57, 35.80]%, EWP [-26.58, 19.94]%, SPY [3.74, 6.46]%, IYR [-31.10, 15.25]%;WMT [0.22, 15.32]%;1.615;0.816;0.026;0.321;0.371;0.032
IYR [-16.71, 6.23]%, DIS [5.28, 18.24]%;WMT [-0.59, 13.01]%;1.156;0.759;0.035;0.107;0.645;0.046
AMZN [-15.32, 40.68]%, NVDA [-0.63, 36.33]%, month([5, 6]), BA [-11.11, 30.85]%, SHY [-0.80, 1.35]%;WMT [0.78, 2.72]%;1.112;0.291;0.032;0.033;0.526;0.108
AMZN [-15.32, 40.68]%, NVDA [-0.63, 36.33]%, month([5, 6]), BA [-11.11, 30.85]%, SHY [-0.80, 1.35]%;WMT [0.78, 2.72]%;1.112;0.291;0.032;0.033;0.526;0.108
EEM [-11.97, 16.68]%, NVDA [0.25, 34.59]%, BA [-39.45, 40.69]%, AAPL [-20.01, 18.41]%, CLX [-6.03, 9.51]%, IYR [-7.97, 8.51]%, SPY [4.29, 6.73]%;WMT [1.74, 11.36]%;2.893;0.706;0.01;0.469;0.55;0.015
EEM [4.04, 28.15]%, GOOGL [-10.21, 23.41]%, SAP [-1.66, 12.84]%, SPY [-13.09, 7.24]%, DIA [-18.87, 15.11]%, IYR [-5.02, 23.95]%;WMT [-1.84, 8.79]%;1.15;0.944;0.057;0.131;0.462;0.061
EEM [-14.55, 14.79]%, BA [4.84, 50.44]%;WMT [2.66, 8.06]%;1.811;0.244;0.026;0.123;0.645;0.108
IYR [-0.22, 4.31]%;WMT [4.13, 12.67]%;1.238;0.068;0.037;0.028;0.841;0.543
SPY [0.20, 12.22]%, JPM [-3.25, 12.85]%, IYR [-3.11, 11.41]%;WMT [4.38, 7.84]%;1.114;0.043;0.022;0.009;0.784;0.519
SPY [-0.14, 5.54]%, AMZN [-22.29, 40.66]%, IYR [-23.46, 4.77]%;XLE [0.02, 1.29]%;1.293;0.225;0.131;0.123;0.596;0.584
SPY [-0.14, 5.54]%, AMZN [-22.29, 40.66]%, IYR [-23.46, 4.77]%;XLE [0.02, 1.29]%;1.293;0.225;0.131;0.123;0.596;0.584
SPY [-0.14, 5.54]%, AMZN [-22.29, 40.66]%, IYR [-23.46, 4.77]%;XLE [0.02, 1.29]%;1.293;0.225;0.131;0.123;0.596;0.584
NVDA [-20.39, 7.61]%, SPY [-7.59, 12.77]%, EEM [-5.22, 2.43]%, IWM [0.95, 17.91]%;XLE [0.34, 14.32]%;1.347;0.699;0.148;0.229;0.663;0.212
EEM [0.79, 2.26]%, IYR [-16.54, 13.04]%;XLE [-0.34, 20.97]%;1.183;0.705;0.142;0.137;0.723;0.202
EEM [-25.71, 11.23]%, XLK [0.95, 6.73]%, SPY [-18.91, 17.92]%, MU [-27.88, 16.84]%, HYG [-7.68, 11.47]%;XLE [-0.37, 16.83]%;1.241;0.743;0.24;0.213;0.42;0.323
EEM [-24.90, 17.83]%, GOOGL [3.45, 11.63]%, XLK [-7.62, 13.32]%, EFX [-3.65, 0.70]%, IYR [-18.79, 15.26]%, BA [-39.91, 84.78]%;XLE [-0.58, 5.17]%;1.199;0.672;0.035;0.118;0.527;0.052
DIS [-16.83, 5.08]%, SPY [-6.63, 9.62]%, AAPL [-0.38, 18.41]%;XLE [-0.69, 2.72]%;1.132;0.475;0.272;0.13;0.633;0.573
DIS [-16.83, 5.08]%, SPY [-6.63, 9.62]%, AAPL [-0.38, 18.41]%;XLE [-0.69, 2.72]%;1.132;0.475;0.272;0.13;0.633;0.573
MU [2.87, 41.42]%, JPM [-14.66, 33.56]%, CPB [-0.63, 17.10]%, IYR [-6.12, 6.09]%;XLE [-1.59, 23.57]%;1.199;0.88;0.189;0.186;0.562;0.214
AMZN [-10.98, 9.89]%, KO [0.69, 8.97]%, JPM [-2.16, 14.92]%, IYR [-2.35, 9.14]%;XLE [1.79, 8.92]%;1.267;0.398;0.123;0.121;0.777;0.309
XOM [-8.76, -3.41]%;XLE [-10.07, -4.36]%;6.86;0.468;0.05;0.448;0.893;0.108
UUP [-3.37, 5.30]%, IYR [-15.95, 32.80]%, INTC [-7.81, 0.81]%;XLE [-11.19, -0.89]%;1.347;0.455;0.203;0.212;0.54;0.446
XLV [-13.56, 4.41]%, UUP [0.15, 5.81]%, INTC [-24.86, 4.42]%, WMT [-16.64, 7.63]%, IYR [-7.43, 3.29]%;XLE [-13.79, -2.57]%;1.299;0.232;0.075;0.079;0.548;0.324
EEM [-13.35, -7.06]%;XLE [-14.48, -0.45]%;2.208;0.857;0.015;0.477;0.829;0.018
AMZN [-22.29, 29.79]%, NVDA [-3.20, -1.42]%;XLE [-15.66, -0.67]%;1.384;0.508;0.055;0.158;0.636;0.108
XLK [-17.04, 5.18]%, UUP [-3.16, 0.17]%;XLE [2.62, 17.74]%;1.169;0.253;0.113;0.066;0.59;0.448
GLD [-6.99, 5.98]%, AMZN [-22.29, 40.68]%, month([3, 6]), EWP [-19.15, 11.70]%, BA [-0.60, 44.29]%;XLE [2.82, 7.95]%;1.175;0.216;0.043;0.04;0.518;0.198
UUP [-0.18, 6.24]%, EFX [-15.72, -0.18]%, SPY [-12.74, 17.92]%, XOM [-20.29, 18.07]%, BA [-12.28, 22.99]%;XLE [-26.08, -8.01]%;2.396;0.049;0.011;0.037;0.474;0.226
SAP [-19.48, -1.46]%, DIS [-12.50, -4.40]%;XLE [-28.36, -3.71]%;4.557;0.478;0.019;0.389;0.686;0.039
